,,,,,
,Injection,Fuel Injector Servo Inlet Screen,Check condition – clean if required,,
,Injection,Spider Fuel Lines / Fittings / Manifold,Check condition – check fittings,,
,Injection,Purge Valve,Check condition – check fittings,,
,Injection,Sniffle Valve,Check condition – check fittings,,
,Injection,Fuel Injectors,"Check condition – braze joints, clamps",,
,Injection,Fuel Injector Restrictors,Remove / clean at 500 hrs & every 100 hours or CI thereafter,,
,Injection,Fuel Injector Drain Lines,Check condition,,
na,Injection,Bendix Servo,Check condition – check fittings,,
na,Injection,Precision Airmotive Servo,Check condition – check fittings,,
,Injection,Airflow Performance Servo,Check condition – check fittings,,
na,Injection,EFI Throttle Body,Check condition – check fittings,,
na,,Ellison Throttle Body,Check condition – check fittings,,
na,,MS Carburetor,Check condition – check fittings,,
na,,MS Carburetor Temperature Sender,Check condition / wires / lines,,
na,,Carb Bowl Drain,Check condition - clean if necessary,,
,,Fuel Servo / Carb Intake Screen,Check condition - clean if necessary,,
,,,,,
,,Oil Cooler,Check condition,,
,,Oil Cooler Louvers / Cable,Check condition,,
,,Oil Filter / Screen,Check condition,,
,,Oil Hoses,Check condition,,
,,Oil Pump Intake Screen,Check condition - clean if necessary,,
,,Oil Pressure Switch - Hobbs,Check condition,,
,,Oil Pressure Sender,Check condition / wires / lines,,
,,Oil Temperature Sender,Check condition / wires / lines,,
,,Oil Quick Drain,Check for leaks,,
,,Oil Filler Tube,Check condition / tightness,,
,,Oil Level,Check level,,
,,Valve Cover Gaskets,Check condition,,
,O-235,Valve Lash,"Check / Adjust O-235 to 0.010"" Cold (0.006"" - 0.012"")",,
,,Valve Cover Screws,Check torque (cork 50 in-lb. / silicone 35 in-lb. per SL S272A),,
,,Crankcase Vent Line,Check condition,,
,,Crankcase Vent Line PCV Valve,Check condition - disassemble and clean through hole every 100 hrs or at each CI,,
,,Oil Separator / Collector,Check condition / drain oil if necessary,,
,,Throttle Actuator Cable,Check condition – lubricate if necessary,,
,,Mixture Actuator Cable,Check condition – lubricate if necessary,,
,,Purge Valve Actuator Cable,Check condition – lubricate if necessary,,
,,Prop Actuator Cable,Check condition – lubricate if necessary,,
na,,Carb Heat Actuator Cable,Check condition – lubricate if necessary,,
,,,,,
,,ITEM,PROCEDURE / ACTION,RESULT,
,,,,,
,,"Engine Compartment, Continued",,,
,,Exhaust System,Check condition,,
,,Heat Muff / SCAT Tubing,Check condition,,
,,Manifold Pressure Sensor Tubing,Check condition,,
,,Air Filter Box,Check condition,,
,,Air Filter,Check condition,,
,,Aluminum Baffling,Check condition - Patch as necessary,,
,,Soft Baffling,Check condition - Patch as necessary,,
,,Cooling Plenum,Check condition - Patch as necessary,,
,,Spark Plugs,"Remove - Check condition - clean, measure resistance (aviation - 800 - 1000 Ohm - 5 KOhm bad) and gap to XXX as required or replace",,
,,,Borescope Notes:,Cylinder  Compression,
,,Engine Cylinder Compression &,1) ,1,XX/80
,,Borescope Notes,2) ,2,XX/80
,,,3) ,3,XX/80
,,,4) ,4,XX/80
,,Alternator / Belt,Check condition / tension,,
,,Prop Extension Bolts,Check condition,,
,,Prop Bolts ( / Belleville Washers),Check condition - torque to XXX ft-lb per XXX - re-safety wire,,
,,Propeller,Check condition – fill nicks w/JB Weld,,
,,Propeller Tracking,"Check track within ± 1/16""",,
,,Propeller Balance,Dynamic Balance if necessary,,
,,Spinner,Check condition – alignment marks,,
,,,,,
,,Top Cowl,Check condition,,
,,Bottom Cowl,Check condition,,
,,,,L,R
,,Aileron Torque Tubes / Belcranks / Firewall Bushings,Check condition – lubricate if necessary,,
,,Aileron Firewall Pushrods / Quick Disconnects / Bolts,Check condition,,
,Velocity,Aileron Push-Pull Cables,Check condition / operation,,
,Varieze,Aileron Pushrod Belcrank / Hard Stops,Check condition – lubricate if necessary,,
,,Rudder Cable,Check condition,,
,Tandem,Rudder Belcrank to Brake MC Cable,Check condition,,
,,Rudder In-Line Compression Spring,Check condition,,
,,Rudder Pulleys / Cable Keepers,Check condition – lubricate if necessary,,
,Tandem,Rudder Cable Belcranks,Check condition – lubricate if necessary,,
,,,,,
,,ITEM,PROCEDURE / ACTION,RESULT,
,,,,,
,,Operation,,,
,,Inspection Panels / Fairings,Check security,,
,,Brake System,Check operation,,
,,Radios / Avionics,Check operation,,
,,Engine Monitoring System,Check operation,,
,,Oil Temperature,Check within limits,,
,,Oil Pressure,Check within limits,,
,,Fuel Pressure,Check within limits,,
na,,Instrument Vacuum System Level,Check within limits,,
,,Aux. Fuel Pump,Check pressure within limits,,
,,Fuel Level Gauges,Check operation,,
,,Fuel Flow Gauge,Check operation,,
,,Ignition Switch(es),Magneto / EI grounding check,,
,,Magnetos / EI's,Check operation,,
,,Propeller C/S Pitch Change,Check RPM / operation,,
,,Alternator,Check voltage / amperage,,
,,Static Runup,Check RPM,,
,,Idle RPM,Check RPM,,
,,Shutoff RPM,Check for rise on leaning before cutoff,,
,,Fuel Selector,Check for engine cutoff in OFF position,,
,,Engine Area,"Check for fuel, oil, hydraulic leaks after shutdown",,
,,Cowling,Reinstall - check security,,
